User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_132,Hyundai Kona,100,Station_114,Houston,01/06/2024 11:00,01/06/2024 11:40,36.62,3.36,27.32,11.58,Afternoon,Sunday,66.56,56.24,69.23,24.52,7,Level 2,Long-Distance Traveler
User_133,BMW i3,50,Station_199,Houston,01/06/2024 12:00,01/06/2024 12:41,65.49,2.07,37.58,31.15,Evening,Thursday,42.84,83.71,102.24,17.52,6,DC Fast Charger,Long-Distance Traveler
User_134,Hyundai Kona,85,Station_13,Houston,01/06/2024 13:00,01/06/2024 16:19,33.89,3.63,18.6,24.47,Night,Monday,40.14,63.35,267.84,-4.16,2.78,DC Fast Charger,Long-Distance Traveler
User_135,Chevy Bolt,48.47,Station_271,Los Angeles,01/06/2024 14:00,01/06/2024 15:08,47.29,3.29,15.41,46.27,Morning,Wednesday,28.21,50.64,277.49,7.12,7,DC Fast Charger,Long-Distance Traveler
User_136,Chevy Bolt,100,Station_89,Chicago,01/06/2024 15:00,01/06/2024 18:48,48.49,0.56,16.76,7.6,Morning,Saturday,35.89,90.85,103.91,0.53,7,Level 2,Long-Distance Traveler
User_137,BMW i3,75,Station_215,Los Angeles,01/06/2024 16:00,01/06/2024 18:48,15.01,0.65,13.76,13.73,Evening,Friday,84.24,77.86,220.2,19.99,6,Level 2,Commuter
User_138,Nissan Leaf,85,Station_444,Houston,01/06/2024 17:00,01/06/2024 18:05,30.07,1.27,35.87,35.04,Night,Friday,13.95,93.6,122.76,33.02,1,DC Fast Charger,Long-Distance Traveler
User_139,Nissan Leaf,85,Station_278,San Francisco,01/06/2024 18:00,01/06/2024 19:21,74.11,2.97,32.29,25.66,Evening,Tuesday,33.44,86.9,179.59,14.12,4,Level 1,Long-Distance Traveler
User_140,Hyundai Kona,62,Station_447,New York,01/06/2024 19:00,01/06/2024 20:00,66.15,3.06,50.17,36.3,Evening,Monday,75.49,56.12,46.81,32.29,1,Level 2,Commuter
User_141,Tesla Model 3,100,Station_474,Houston,01/06/2024 20:00,01/06/2024 21:02,47.38,1.3,48.16,28.11,Morning,Monday,23.64,68.06,,8.51,4,DC Fast Charger,Casual Driver
User_142,Hyundai Kona,62,Station_481,San Francisco,01/06/2024 21:00,01/06/2024 23:50,45.99,2.85,30.6,23.61,Night,Wednesday,34.87,77.64,108.66,3.85,6,Level 2,Commuter
User_143,BMW i3,75,Station_203,Chicago,01/06/2024 22:00,01/07/2024 0:55,48.29,2.07,34.39,30.24,Night,Wednesday,61.87,92.69,208.75,-8.04,6,Level 1,Commuter
User_144,BMW i3,50,Station_74,Houston,01/06/2024 23:00,01/07/2024 2:18,78.69,2.86,36.56,7.64,Evening,Tuesday,38.19,82.43,17.24,12.74,7,Level 1,Long-Distance Traveler
User_145,BMW i3,93.09,Station_25,San Francisco,01/07/2024 0:00,01/07/2024 1:27,68.03,1.52,16.4,18.97,Morning,Tuesday,50.7,60.75,148.09,34.79,0,Level 2,Casual Driver
User_146,BMW i3,85,Station_101,Houston,01/07/2024 1:00,01/07/2024 4:33,40.25,3.64,33.73,17.24,Night,Tuesday,45.03,77.8,28.45,38.97,6,DC Fast Charger,Commuter
User_147,BMW i3,100,Station_176,Los Angeles,01/07/2024 2:00,01/07/2024 5:01,74.28,1.06,41.34,12.89,Evening,Thursday,66.01,82.71,35.48,4.76,7,Level 2,Casual Driver
User_148,Chevy Bolt,85,Station_427,San Francisco,01/07/2024 3:00,01/07/2024 6:50,,3.88,38.87,20.26,Afternoon,Monday,20.22,99.53,246.41,7.46,1,DC Fast Charger,Commuter
User_149,Nissan Leaf,50,Station_117,Los Angeles,01/07/2024 4:00,01/07/2024 6:37,74.95,2.02,43.62,31.58,Morning,Tuesday,72.34,62.45,127.91,12.26,5,Level 2,Long-Distance Traveler
User_150,BMW i3,100,Station_166,Los Angeles,01/07/2024 5:00,01/07/2024 6:00,52.88,1.28,35.53,7.95,Night,Sunday,30.6,76.03,186.81,19.19,0,Level 1,Commuter
User_151,Tesla Model 3,50,Station_41,San Francisco,01/07/2024 6:00,01/07/2024 7:24,34.97,2.5,19.65,16.53,Night,Monday,36.73,69.41,249.06,9.6,4,Level 2,Commuter
User_152,Tesla Model 3,85,Station_429,New York,01/07/2024 7:00,01/07/2024 7:39,55.92,2.55,6.64,25.57,Night,Saturday,46.87,67.96,179.09,15.17,6,DC Fast Charger,Commuter
User_153,Tesla Model 3,62,Station_344,San Francisco,01/07/2024 8:00,01/07/2024 11:37,76.6,3.32,31.6,19.34,Morning,Friday,69.31,92.69,290.99,31.25,3,DC Fast Charger,Casual Driver
User_154,Tesla Model 3,100,Station_424,New York,01/07/2024 9:00,01/07/2024 11:39,20.26,1.35,3.02,31.89,Evening,Friday,79.65,88.24,32.01,36.55,0,Level 1,Casual Driver
User_155,Chevy Bolt,50,Station_366,Houston,01/07/2024 10:00,01/07/2024 10:44,56.07,3.25,28.17,7.96,Afternoon,Monday,75.63,55.82,219.43,7.11,4,DC Fast Charger,Long-Distance Traveler
User_156,Tesla Model 3,62,Station_120,Houston,01/07/2024 11:00,01/07/2024 11:32,65.05,3.44,22.56,20.8,Night,Saturday,83.59,80.04,188.08,25.34,3,DC Fast Charger,Casual Driver
User_157,BMW i3,85,Station_97,San Francisco,01/07/2024 12:00,01/07/2024 13:12,,2.72,9.95,11.75,Morning,Friday,20.16,87.84,81.39,37.84,3,Level 1,Casual Driver
User_158,Hyundai Kona,50.87,Station_145,Houston,01/07/2024 13:00,01/07/2024 16:08,23.57,0.84,49.78,22,Night,Friday,51.07,79,267.35,-3.09,3,DC Fast Charger,Casual Driver
User_159,Tesla Model 3,62,Station_216,Chicago,01/07/2024 14:00,01/07/2024 17:47,,1.99,21.74,8.61,Evening,Friday,45.19,52.94,56.9,38.59,3,DC Fast Charger,Long-Distance Traveler
User_160,Chevy Bolt,100,Station_229,Los Angeles,01/07/2024 15:00,01/07/2024 16:36,41.09,5.22,7.85,37.37,Afternoon,Wednesday,10.71,64.16,35.44,-2.56,6.64,Level 2,Long-Distance Traveler
User_161,Chevy Bolt,58.01,Station_313,Los Angeles,01/07/2024 16:00,01/07/2024 17:25,49,3.74,2.56,15.93,Night,Saturday,15.6,98,85.1,15.56,6,Level 2,Long-Distance Traveler
User_162,Tesla Model 3,85,Station_130,New York,01/07/2024 17:00,01/07/2024 18:32,10.28,2.36,45.69,7.05,Morning,Wednesday,27.84,52.21,39.28,35.09,1.8,Level 2,Long-Distance Traveler
User_163,Hyundai Kona,85,Station_352,Houston,01/07/2024 18:00,01/07/2024 21:52,45.57,3.27,11.09,34.03,Evening,Monday,45.71,87.23,217.59,-9.09,1,Level 2,Commuter
User_164,Tesla Model 3,62,Station_377,New York,01/07/2024 19:00,01/07/2024 19:44,69.11,3.28,22.99,9.36,Afternoon,Monday,58.58,62.96,101.38,1.5,1,Level 2,Long-Distance Traveler
User_165,Chevy Bolt,102.95,Station_318,Los Angeles,01/07/2024 20:00,01/07/2024 22:18,37.76,3.4,32.73,26.22,Morning,Thursday,74.68,64.65,156.42,2.22,6,Level 2,Long-Distance Traveler
User_166,Nissan Leaf,85,Station_472,Los Angeles,01/07/2024 21:00,01/07/2024 23:25,14.5,2.55,21.24,30.87,Night,Wednesday,30.76,56.51,119.36,-5.6,0.67,Level 2,Commuter
User_167,BMW i3,75,Station_137,Houston,01/07/2024 22:00,01/08/2024 0:01,54.64,3.25,19.71,18.84,Morning,Monday,27.02,85.54,130.55,12.63,5,Level 1,Commuter
User_168,Chevy Bolt,75,Station_324,Chicago,01/07/2024 23:00,01/08/2024 1:47,67.89,3.01,9.68,11.33,Afternoon,Wednesday,64.31,77.58,32.89,16.32,6,Level 2,Casual Driver
User_169,Tesla Model 3,100,Station_337,Chicago,01/08/2024 0:00,01/08/2024 3:15,22.74,1.03,29.64,8.23,Evening,Thursday,76.23,85.78,280.98,-2.91,4,DC Fast Charger,Casual Driver
User_170,BMW i3,85,Station_273,Houston,01/08/2024 1:00,01/08/2024 2:16,56.02,1.04,37.85,14.58,Evening,Monday,18.04,61.93,14.72,11.49,7,Level 1,Long-Distance Traveler
User_171,Tesla Model 3,85,Station_117,Houston,01/08/2024 2:00,01/08/2024 3:26,127.76,0.98,9.29,20.34,Night,Monday,27.65,90.3,103.96,18.41,1,Level 2,Casual Driver
User_172,Tesla Model 3,100,Station_306,New York,01/08/2024 3:00,01/08/2024 4:19,13.88,0.52,9.91,26.91,Night,Monday,40.8,71.38,136.28,24.76,5,Level 2,Commuter
User_173,Nissan Leaf,75,Station_368,Houston,01/08/2024 4:00,01/08/2024 5:40,,3.47,32.6,37.21,Night,Monday,68.79,75.67,62.41,27.9,7,DC Fast Charger,Casual Driver
User_174,BMW i3,100,Station_94,Chicago,01/08/2024 5:00,01/08/2024 7:52,47.82,2.05,6.08,35.99,Night,Tuesday,61.58,97.96,90.11,7.17,2,Level 1,Casual Driver
User_175,BMW i3,50,Station_168,Houston,01/08/2024 6:00,01/08/2024 8:55,71.14,1.73,14.83,37.02,Afternoon,Saturday,73.16,75.75,150.27,17.42,5,DC Fast Charger,Long-Distance Traveler
User_176,Nissan Leaf,85,Station_442,New York,01/08/2024 7:00,01/08/2024 8:51,6.09,3.28,4.87,9.19,Night,Saturday,14.45,61.79,54.82,6.17,2,DC Fast Charger,Commuter
User_177,Chevy Bolt,50,Station_203,New York,01/08/2024 8:00,01/08/2024 10:25,33.1,2.18,16.69,36.52,Morning,Wednesday,79.5,53.57,174.43,-7.87,7.69,Level 1,Commuter
User_178,Tesla Model 3,95.7,Station_341,New York,01/08/2024 9:00,01/08/2024 11:14,78.83,2.92,8.42,23.3,Afternoon,Wednesday,12.48,78.61,118.7,4.76,0,DC Fast Charger,Casual Driver
User_179,Hyundai Kona,100,Station_149,New York,01/08/2024 10:00,01/08/2024 11:57,63.24,0.84,5.26,39.7,Afternoon,Wednesday,31.11,50.16,132.96,30.79,2,Level 1,Casual Driver
User_180,Tesla Model 3,50,Station_402,San Francisco,01/08/2024 11:00,01/08/2024 11:31,50.16,3.98,29.09,8.85,Night,Thursday,62.13,95.4,42.38,18.46,7,DC Fast Charger,Casual Driver
User_181,Tesla Model 3,50,Station_183,Houston,01/08/2024 12:00,01/08/2024 14:13,21.82,0.86,97.34,13.1,Afternoon,Sunday,78.27,76.9,240.8,10.34,5,Level 1,Long-Distance Traveler
User_182,Chevy Bolt,50,Station_413,Los Angeles,01/08/2024 13:00,01/08/2024 14:53,61,3.03,5.72,20.42,Morning,Tuesday,44.95,66.2,232.32,27.54,6,Level 2,Casual Driver
User_183,Tesla Model 3,62,Station_152,Houston,01/08/2024 14:00,01/08/2024 15:12,47.31,0.97,10.16,25.92,Afternoon,Sunday,40.49,98.82,260.66,23.73,5,Level 1,Casual Driver
User_184,Nissan Leaf,62,Station_74,San Francisco,01/08/2024 15:00,01/08/2024 18:03,33.78,1.35,48.77,22.9,Afternoon,Wednesday,86.1,60.26,59.09,58.11,5,DC Fast Charger,Long-Distance Traveler
User_185,Nissan Leaf,62,Station_365,New York,01/08/2024 16:00,01/08/2024 17:40,47.84,1.61,36.25,11.35,Morning,Wednesday,61.58,55.66,258.7,31.42,6,DC Fast Charger,Commuter
User_186,BMW i3,50,Station_401,San Francisco,01/08/2024 17:00,01/08/2024 20:15,10.64,3.08,19.17,6.5,Morning,Monday,66.58,69.16,81.31,20.62,6,Level 2,Long-Distance Traveler
User_187,Hyundai Kona,102.84,Station_274,Chicago,01/08/2024 18:00,01/08/2024 20:03,72.24,3.5,14.44,24.33,Afternoon,Sunday,83.21,83.21,131.29,3.86,2,Level 2,Casual Driver
User_188,Tesla Model 3,85,Station_42,Chicago,01/08/2024 19:00,01/08/2024 20:11,36.16,3.1,46.33,37.21,Evening,Monday,12.67,86.88,87.12,28.73,2,Level 2,Casual Driver
User_189,Tesla Model 3,50,Station_496,Houston,01/08/2024 20:00,01/08/2024 22:42,63.63,2.04,9.99,35.03,Afternoon,Sunday,41.01,71.25,,5.1,1,Level 1,Commuter
User_190,Chevy Bolt,50,Station_212,Houston,01/08/2024 21:00,01/08/2024 23:48,8.35,2.31,47.48,19.75,Morning,Sunday,43.32,62.97,311.63,3.05,5,Level 1,Long-Distance Traveler
User_191,Nissan Leaf,100,Station_101,Los Angeles,01/08/2024 22:00,01/08/2024 23:34,65.83,3.71,7.25,7.45,Morning,Monday,82.15,58.36,65.29,-7.43,0,Level 1,Casual Driver
User_192,Hyundai Kona,100,Station_45,Los Angeles,01/08/2024 23:00,01/09/2024 0:03,55.19,1.41,,23.68,Morning,Wednesday,152.49,68.13,249.05,30.7,0,Level 1,Commuter
User_193,BMW i3,85,Station_82,Chicago,01/09/2024 0:00,01/09/2024 2:29,55.98,1.11,13.8,31.53,Evening,Monday,2.33,71.04,67.87,11.44,5,Level 1,Casual Driver
User_194,Nissan Leaf,62,Station_17,New York,01/09/2024 1:00,01/09/2024 1:30,38.51,0.98,15.81,38.19,Morning,Wednesday,37.91,57.54,252.97,21.38,3,DC Fast Charger,Commuter
User_195,BMW i3,85,Station_73,San Francisco,01/09/2024 2:00,01/09/2024 4:39,13.11,0.57,14.55,28.93,Night,Sunday,12.04,91.07,201.56,1.86,7,DC Fast Charger,Casual Driver
User_196,Chevy Bolt,75,Station_14,Los Angeles,01/09/2024 3:00,01/09/2024 5:57,7.82,3.46,5.1,32.27,Night,Thursday,70.55,50.1,50.31,29.88,6,DC Fast Charger,Casual Driver
User_197,Chevy Bolt,50,Station_433,Los Angeles,01/09/2024 4:00,01/09/2024 5:30,52.51,2.76,17.13,43.16,Evening,Thursday,30.48,90.93,152.26,-7.43,0,Level 1,Commuter
User_198,Tesla Model 3,85,Station_157,New York,01/09/2024 5:00,01/09/2024 7:58,12.13,0.98,32.1,31.07,Morning,Friday,47.72,62.36,212.55,-1.21,3,Level 2,Commuter
User_199,Hyundai Kona,75,Station_223,New York,01/09/2024 6:00,01/09/2024 7:57,28.99,3.28,,8.69,Morning,Tuesday,39.67,60.73,195.96,7.19,3,DC Fast Charger,Casual Driver
User_200,BMW i3,62,Station_132,Houston,01/09/2024 7:00,01/09/2024 8:37,13.49,2.67,29.87,27.32,Night,Monday,82.89,52.65,,-5.68,1,DC Fast Charger,Commuter
User_201,Nissan Leaf,62,Station_338,San Francisco,01/09/2024 8:00,01/09/2024 10:36,80.73,2.88,36.78,12.95,Night,Saturday,70.52,92.97,211.63,4.74,4,Level 1,Casual Driver
User_202,Chevy Bolt,85,Station_404,New York,01/09/2024 9:00,01/09/2024 11:49,53.59,3.45,6.93,7.44,Afternoon,Monday,58.07,92.27,101.95,7.38,6.46,Level 1,Casual Driver
User_203,Tesla Model 3,62,Station_376,Los Angeles,01/09/2024 10:00,01/09/2024 10:51,72.83,0.6,47.53,36.36,Evening,Tuesday,81.72,65.99,186.72,-8.82,2,Level 1,Long-Distance Traveler
User_204,Tesla Model 3,85,Station_376,Los Angeles,01/09/2024 11:00,01/09/2024 13:57,64.23,2.82,29.93,5.94,Afternoon,Sunday,69.29,64.34,268.93,3.95,0,DC Fast Charger,Casual Driver
User_205,BMW i3,100,Station_47,Chicago,01/09/2024 12:00,01/09/2024 13:51,17.85,2.51,48.38,38.5,Evening,Tuesday,43.82,58.45,268.97,19.26,2.01,Level 2,Casual Driver
User_206,Chevy Bolt,62,Station_107,New York,01/09/2024 13:00,01/09/2024 15:38,63.85,3.89,37.23,8.32,Morning,Sunday,17.58,74.05,128.35,28.17,3.28,Level 1,Commuter
User_207,Hyundai Kona,85,Station_108,Houston,01/09/2024 14:00,01/09/2024 14:59,70.99,0.78,12.56,13.17,Morning,Friday,72.9,68.05,189.38,4.76,7,Level 1,Long-Distance Traveler
User_208,Chevy Bolt,85,Station_265,San Francisco,01/09/2024 15:00,01/09/2024 17:35,62.25,3.43,18.59,15.58,Evening,Tuesday,78.6,99.52,102.92,20.81,6,Level 2,Commuter
User_209,BMW i3,89.03,Station_205,Houston,01/09/2024 16:00,01/09/2024 18:06,78.64,0.61,34.82,31.45,Afternoon,Wednesday,74.35,50.72,,21.96,6,Level 2,Commuter
User_210,BMW i3,85,Station_79,Los Angeles,01/09/2024 17:00,01/09/2024 17:53,6.96,2.42,22.67,26.22,Night,Monday,16.34,78.76,86.56,29.56,1,Level 2,Casual Driver
User_211,Chevy Bolt,85,Station_155,Houston,01/09/2024 18:00,01/09/2024 18:43,75.19,3.62,53.17,14.74,Evening,Tuesday,17.16,64.31,150.05,24.92,5,Level 1,Casual Driver
User_212,BMW i3,50,Station_271,Los Angeles,01/09/2024 19:00,01/09/2024 20:05,1.75,0.8,8.43,22.72,Evening,Wednesday,27.12,78.97,65.89,25.94,2,Level 1,Casual Driver
User_213,Chevy Bolt,81.65,Station_476,Los Angeles,01/09/2024 20:00,01/09/2024 23:46,73.61,3.67,3.86,14.12,Evening,Tuesday,46.81,86.6,162.06,33.86,7,DC Fast Charger,Commuter
User_214,Nissan Leaf,62,Station_485,Los Angeles,01/09/2024 21:00,01/10/2024 0:52,6.38,0.9,33.84,27.8,Morning,Saturday,46.18,99.01,169.11,-2.96,2,DC Fast Charger,Commuter
User_215,Chevy Bolt,62,Station_247,Los Angeles,01/09/2024 22:00,01/09/2024 22:53,51.16,1.29,15,39.82,Evening,Wednesday,44.27,90.67,35.46,31.92,1.89,DC Fast Charger,Casual Driver
User_216,Chevy Bolt,75,Station_19,Los Angeles,01/09/2024 23:00,01/10/2024 2:37,28.23,1.22,23.44,36.34,Morning,Thursday,61.79,65.22,91.12,24.32,7,DC Fast Charger,Commuter
User_217,BMW i3,62,Station_346,Chicago,01/10/2024 0:00,01/10/2024 2:04,67.92,3.7,41.74,32.18,Night,Wednesday,63.58,89.94,157.02,14.33,5,DC Fast Charger,Long-Distance Traveler
User_218,BMW i3,75,Station_436,Houston,01/10/2024 1:00,01/10/2024 2:24,15.27,2.87,5.37,7.63,Night,Friday,86.95,85.14,113.67,6.86,6,DC Fast Charger,Long-Distance Traveler
User_219,Tesla Model 3,85,Station_26,Chicago,01/10/2024 2:00,01/10/2024 5:54,50.64,2.23,29.63,38.25,Afternoon,Sunday,31.57,70.65,195,6.43,3,Level 1,Long-Distance Traveler
User_220,Tesla Model 3,50,Station_217,Chicago,01/10/2024 3:00,01/10/2024 6:57,52.05,2.94,5.23,25,Morning,Wednesday,74.87,64.37,153.97,4.82,4,DC Fast Charger,Commuter
User_221,Nissan Leaf,75,Station_154,New York,01/10/2024 4:00,01/10/2024 4:53,57.9,0.61,15.38,28.14,Night,Tuesday,58.6,77.23,266.69,15.73,7,Level 1,Long-Distance Traveler
User_222,Tesla Model 3,75,Station_154,New York,01/10/2024 5:00,01/10/2024 8:54,30.9,0.67,40.56,14.44,Night,Thursday,24.83,61.28,13.01,33.51,4,Level 1,Casual Driver
User_223,Chevy Bolt,46.54,Station_174,New York,01/10/2024 6:00,01/10/2024 9:01,35.35,3.13,5.5,12.65,Afternoon,Thursday,41.21,98.92,219.15,-8.72,4,Level 2,Casual Driver
User_224,BMW i3,75,Station_92,San Francisco,01/10/2024 7:00,01/10/2024 10:31,11.93,2.75,49.42,25.99,Afternoon,Wednesday,29.33,88.43,192.18,-3.36,0,Level 1,Casual Driver
User_225,Tesla Model 3,62,Station_433,New York,01/10/2024 8:00,01/10/2024 8:55,55.46,0.58,20.99,16.65,Afternoon,Tuesday,78.79,55.02,90.4,15.92,3,Level 1,Long-Distance Traveler
User_226,Tesla Model 3,50,Station_338,Houston,01/10/2024 9:00,01/10/2024 12:43,44.16,3.98,23.75,5.55,Morning,Thursday,81.45,89.29,33.56,-5.33,7,Level 1,Long-Distance Traveler
User_227,Nissan Leaf,100,Station_480,Chicago,01/10/2024 10:00,01/10/2024 11:49,65.24,0.88,46.97,24.75,Evening,Saturday,27.08,55.75,95.66,20.43,4,Level 2,Commuter
User_228,Nissan Leaf,50,Station_181,Houston,01/10/2024 11:00,01/10/2024 14:15,20.46,3.65,18.6,7.67,Morning,Wednesday,18.13,56.11,62.93,25.43,7,Level 1,Casual Driver
User_229,Chevy Bolt,27.03,Station_131,New York,01/10/2024 12:00,01/10/2024 13:34,49.19,1.91,32.36,9.12,Afternoon,Wednesday,64.42,99.6,120.4,2.8,5,Level 2,Commuter
User_230,BMW i3,85,Station_450,San Francisco,01/10/2024 13:00,01/10/2024 14:44,32.64,0.56,29.2,5.78,Evening,Sunday,51.56,73.55,183.59,29.94,0,DC Fast Charger,Long-Distance Traveler
User_231,Nissan Leaf,85,Station_481,San Francisco,01/10/2024 14:00,01/10/2024 17:28,66.62,1.23,45.51,22.34,Night,Wednesday,62.39,79.43,286.07,-0.98,0,Level 1,Commuter
User_232,Tesla Model 3,62,Station_298,Chicago,01/10/2024 15:00,01/10/2024 18:12,33.37,0.61,10.2,35.96,Morning,Thursday,26.85,99.64,244.05,26.87,0,DC Fast Charger,Casual Driver
User_233,BMW i3,120.51,Station_275,Houston,01/10/2024 16:00,01/10/2024 17:12,68.83,2.47,16.94,33.86,Afternoon,Monday,70.75,55.33,139.03,-1.97,0,Level 1,Commuter
User_234,BMW i3,75,Station_273,Los Angeles,01/10/2024 17:00,01/10/2024 17:58,65.89,0.74,36.49,9.14,Afternoon,Tuesday,18.87,65.02,77.27,11.73,5,Level 2,Commuter
User_235,Tesla Model 3,62,Station_492,Houston,01/10/2024 18:00,01/10/2024 21:14,,2.17,41.53,9.08,Evening,Friday,18.86,98.32,139.22,1.57,3,DC Fast Charger,Long-Distance Traveler
User_236,Nissan Leaf,75,Station_417,New York,01/10/2024 19:00,01/10/2024 20:50,12.67,2.82,18.72,32.18,Morning,Friday,35.92,67.08,296.13,29.4,3,Level 1,Long-Distance Traveler
User_237,Tesla Model 3,50,Station_76,Los Angeles,01/10/2024 20:00,01/10/2024 23:35,25.35,0.61,16.88,19.33,Night,Tuesday,72.4,67.43,73.38,2.98,0,Level 1,Long-Distance Traveler
User_238,BMW i3,100,Station_177,San Francisco,01/10/2024 21:00,01/10/2024 22:23,37.93,1.71,,36.21,Night,Monday,35.55,87.94,69.64,-1.33,2,Level 2,Long-Distance Traveler
User_239,Hyundai Kona,75,Station_184,Chicago,01/10/2024 22:00,01/10/2024 23:08,,0.69,30,23.49,Evening,Sunday,32.64,60.22,111.19,-8.61,6,Level 1,Casual Driver
User_240,Hyundai Kona,50,Station_319,Chicago,01/10/2024 23:00,01/11/2024 0:11,31.88,1.38,23.47,38.29,Evening,Sunday,68.82,92.84,249.76,38.19,6,DC Fast Charger,Casual Driver
User_241,Chevy Bolt,50,Station_131,San Francisco,01/11/2024 0:00,01/11/2024 3:05,29.58,3.2,37.18,16.67,Night,Sunday,24.74,80.6,248.92,5.8,5,Level 2,Commuter
User_242,Tesla Model 3,100,Station_363,New York,01/11/2024 1:00,01/11/2024 1:58,37.51,3.52,6.34,23.23,Evening,Sunday,31.2,76.03,203.73,30.13,1,DC Fast Charger,Casual Driver
User_243,Tesla Model 3,62,Station_49,San Francisco,01/11/2024 2:00,01/11/2024 5:20,7.85,2.56,,25.95,Evening,Tuesday,89.85,85.15,26.36,39.57,3,DC Fast Charger,Commuter
User_244,Chevy Bolt,100,Station_55,New York,01/11/2024 3:00,01/11/2024 5:40,66.52,0.21,15.1,34.74,Morning,Wednesday,19.51,63.49,123.57,-6.76,3.97,Level 1,Long-Distance Traveler
User_245,Chevy Bolt,100,Station_154,Los Angeles,01/11/2024 4:00,01/11/2024 6:47,,2.01,74.61,7.89,Evening,Saturday,82.22,77.02,206.71,27.41,2,Level 1,Commuter
User_246,Chevy Bolt,62,Station_355,San Francisco,01/11/2024 5:00,01/11/2024 8:36,29.84,3.47,14.04,9.06,Afternoon,Tuesday,17.26,53.66,195.47,19.18,7,Level 2,Commuter
User_247,BMW i3,100,Station_200,New York,01/11/2024 6:00,01/11/2024 8:51,59.78,3.84,28.46,13.52,Afternoon,Tuesday,72.52,69.19,134.38,18.13,6,Level 2,Casual Driver
User_248,Tesla Model 3,94.82,Station_308,Los Angeles,01/11/2024 7:00,01/11/2024 10:53,76.36,2.97,10.89,68.93,Afternoon,Saturday,80.68,64.03,213.49,36.47,5,Level 2,Commuter
User_249,BMW i3,100,Station_356,San Francisco,01/11/2024 8:00,01/11/2024 11:24,60.41,1.71,48.79,17.9,Evening,Thursday,77.01,82.53,99.54,12.87,2,DC Fast Charger,Casual Driver
User_250,Chevy Bolt,85,Station_373,Chicago,01/11/2024 9:00,01/11/2024 10:11,44.79,3.43,35.39,36.91,Night,Friday,20.08,76.26,283.9,10.65,6,DC Fast Charger,Commuter
User_251,Tesla Model 3,75,Station_118,San Francisco,01/11/2024 10:00,01/11/2024 12:03,22.23,3.38,,27.52,Afternoon,Friday,30.81,57.71,227.54,0.51,1,DC Fast Charger,Casual Driver
User_252,BMW i3,100,Station_263,Houston,01/11/2024 11:00,01/11/2024 14:09,22.28,2.31,18.21,24.41,Morning,Wednesday,83.64,59.26,114.54,21.75,3,DC Fast Charger,Long-Distance Traveler
User_253,BMW i3,85,Station_46,San Francisco,01/11/2024 12:00,01/11/2024 13:01,29.01,2.53,43.01,12.29,Evening,Saturday,70.25,92.5,199.64,1.08,3,Level 1,Casual Driver
User_254,Chevy Bolt,75,Station_302,Houston,01/11/2024 13:00,01/11/2024 16:19,61.12,2.71,28.4,20.04,Night,Sunday,28.72,52.96,172.67,-3.13,1,Level 2,Long-Distance Traveler
User_255,Tesla Model 3,62,Station_356,Los Angeles,01/11/2024 14:00,01/11/2024 17:09,65.55,3.58,12.16,24.21,Night,Sunday,47.91,97.31,153.22,28.69,3,Level 1,Casual Driver
User_256,Chevy Bolt,50,Station_400,San Francisco,01/11/2024 15:00,01/11/2024 15:55,76.58,0.62,10.57,36.69,Evening,Wednesday,47.06,71.89,33.63,16.47,0,Level 1,Long-Distance Traveler
User_257,Tesla Model 3,50,Station_408,Los Angeles,01/11/2024 16:00,01/11/2024 18:24,37.09,0.85,23.62,19.54,Evening,Thursday,53.71,53.3,180.15,14.73,7,DC Fast Charger,Long-Distance Traveler
User_258,Hyundai Kona,100,Station_189,Los Angeles,01/11/2024 17:00,01/11/2024 19:38,56.36,3.21,,35.07,Morning,Wednesday,25.44,68.93,233.91,5.86,0,Level 2,Casual Driver
User_259,Nissan Leaf,85,Station_310,New York,01/11/2024 18:00,01/11/2024 19:25,6.35,1.05,4.11,10.03,Evening,Saturday,47.2,85.13,40.66,-0.23,5,DC Fast Charger,Long-Distance Traveler
User_260,Nissan Leaf,62,Station_318,Los Angeles,01/11/2024 19:00,01/11/2024 21:31,60.52,3.08,14.16,22.67,Evening,Saturday,25.51,64.21,219.12,-8.82,4,DC Fast Charger,Commuter
User_261,Nissan Leaf,50,Station_129,Los Angeles,01/11/2024 20:00,01/11/2024 22:15,49.62,3.73,28.55,12.88,Night,Monday,43.91,98.39,260.69,11.26,6,Level 2,Commuter
User_262,Chevy Bolt,100,Station_49,San Francisco,01/11/2024 21:00,01/11/2024 23:39,54.13,1.25,13.62,31.94,Afternoon,Thursday,69.63,88.99,175.21,-9.82,7,Level 2,Long-Distance Traveler
User_263,Hyundai Kona,45.38,Station_25,San Francisco,01/11/2024 22:00,01/11/2024 23:50,13.09,3.24,36.48,36.61,Afternoon,Saturday,16.78,91.51,233.57,-1.4,3,Level 1,Long-Distance Traveler
